rep_number,num_samples,timestamp
1,196,1767381242.881413
2,411,1767381269.761616
3,140,1767381278.884048
4,35,1767381281.497839
5,53,1767381285.198406
6,8,1767381286.16859
7,2,1767381286.506814
0,969,1767381224.7365499
