rep_number,timestamp,expert_score,is_perfect,user_feedback,arms_score,legs_score,core_score,head_score,min_angle,max_angle,range_of_motion
1,1767470994.712887,,,,50.0,100,63.6,70.0,8.2,178.7,170.5
2,1767470998.181845,,,,59.5,100,63.2,70.0,8.5,175.9,167.4
3,1767471001.5159,,,,50.0,100,63.0,70.0,7.0,175.8,168.8
4,1767471004.348259,,,,57.9,100,62.5,70.0,7.7,174.2,166.5
5,1767471007.226181,,,,50.0,100,62.1,70.0,8.0,175.4,167.4
6,1767471010.173008,,,,50.0,100,62.0,70.0,6.0,178.4,172.4
7,1767471013.279255,,,,50.0,100,62.3,70.0,5.7,179.9,174.20000000000002
8,1767471016.281647,,,,50.0,100,62.0,70.0,2.0,180.0,178.0
9,1767471019.651783,,,,50.0,100,62.0,70.0,1.5,179.4,177.9
10,1767471023.047616,,,,50.0,100,61.4,70.0,5.9,177.3,171.4
11,1767471027.391687,,,,50.0,100,62.1,70.0,2.2,178.1,175.9
12,1767471031.089001,,,,50.0,100,62.0,70.0,1.3,176.8,175.5
13,1767471034.589648,,,,50.0,100,62.5,70.0,1.0,180.0,179.0
14,1767471037.871257,,,,50.0,100,62.3,70.0,1.7,179.4,177.70000000000002
15,1767471041.380708,,,,50.0,100,62.3,70.0,2.5,178.9,176.4
16,1767471044.765633,,,,58.5,100,61.7,70.0,3.4,179.9,176.5
17,1767471047.729297,,,,57.1,100,63.8,70.0,3.3,179.6,176.29999999999998
18,1767471051.028939,,,,50.0,100,63.6,70.0,1.1,179.7,178.6
19,1767471054.561082,,,,50.0,100,64.5,70.0,0.3,179.5,179.2
20,1767471057.916448,,,,50.0,100,62.6,70.0,0.9,179.8,178.9
21,1767471061.267644,,,,50.0,100,62.0,70.0,0.8,178.8,178.0
22,1767471065.50284,,,,50.0,100,61.8,70.0,2.8,180.0,177.2
23,1767471069.609458,,,,50.0,100,61.5,70.0,,178.4,
24,1767471073.548725,,,,50.0,100,61.7,70.0,,179.2,
25,1767471077.142764,,,,50.0,100,61.6,70.0,,180.0,
26,1767471080.657912,,,,50.0,100,61.6,70.0,1.4,178.6,177.2
27,1767471083.782793,,,,50.0,100,62.0,70.0,0.4,179.9,179.5
28,1767471086.709248,,,,50.0,100,63.5,70.0,2.6,180.0,177.4
29,1767471090.249453,,,,50.0,100,63.1,70.0,1.9,179.1,177.2
30,1767471094.039082,,,,50.0,100,62.8,70.0,7.2,176.6,169.4
31,1767471097.501451,,,,50.0,100,62.7,70.0,4.1,174.5,170.4
32,1767471100.706892,,,,50.0,100,62.5,70.0,3.8,175.3,171.5
33,1767471104.685997,,,,50.0,100,61.8,70.0,0.1,175.8,175.70000000000002
34,1767471109.373728,,,,58.8,100,67.8,70.0,,180.0,
35,1767471113.224205,,,,50.0,100,64.4,70.0,2.7,180.0,177.3
36,1767471117.486021,,,,50.0,100,63.6,70.0,0.2,178.9,178.70000000000002
37,1767471121.73189,,,,50.0,100,64.1,70.0,,178.9,
38,1767471125.723318,,,,50.0,100,63.6,70.0,,179.9,
39,1767471129.712347,,,,50.0,100,63.7,70.0,2.1,177.0,174.9
40,1767471133.680289,,,,50.0,100,63.2,70.0,0.3,179.0,178.7
41,1767471137.793388,,,,50.0,100,63.3,70.0,,179.9,
42,1767471141.795251,,,,50.0,100,62.7,70.0,2.5,179.8,177.3
43,1767471145.432892,,,,50.0,100,63.7,70.0,,180.0,
44,1767471149.277108,,,,50.0,100,63.1,70.0,0.1,180.0,179.9
45,1767471152.990126,,,,50.0,100,63.1,70.0,,180.0,
46,1767471156.518139,,,,50.0,100,63.2,70.0,1.1,179.9,178.8
47,1767471159.952791,,,,50.0,100,65.6,70.0,0.2,180.0,179.8
48,1767471163.98883,,,,50.0,100,63.7,70.0,,180.0,
49,1767471167.493671,,,,50.0,100,66.1,70.0,0.2,180.0,179.8
50,1767471171.094243,,,,50.0,100,65.9,70.0,0.4,180.0,179.6
51,1767471174.828956,,,,50.0,100,65.8,70.0,0.2,179.9,179.70000000000002
52,1767471178.792258,,,,50.0,100,65.6,70.0,,180.0,
53,1767471182.639045,,,,50.0,100,65.3,70.0,,180.0,
54,1767471186.562672,,,,50.0,100,65.8,70.0,,179.8,
55,1767471190.436829,,,,50.0,100,66.4,70.0,0.1,179.9,179.8
56,1767471194.140531,,,,50.0,100,64.7,70.0,0.1,180.0,179.9
57,1767471198.007038,,,,50.0,100,64.1,70.0,,179.9,
58,1767471201.616961,,,,50.0,100,64.7,70.0,,177.0,
59,1767471205.433985,,,,50.0,100,63.9,70.0,,180.0,
60,1767471209.578124,,,,50.0,100,64.6,70.0,1.2,180.0,178.8
61,1767471213.514369,,,,50.0,100,64.6,70.0,0.1,180.0,179.9
62,1767471217.229617,,,,50.0,100,64.1,70.0,,179.0,
63,1767471220.909502,,,,50.0,100,63.7,70.0,,179.9,
64,1767471224.616225,,,,50.0,100,63.7,70.0,,180.0,
65,1767471229.033436,,,,50.0,100,63.4,70.0,,180.0,
66,1767471235.240487,,,,50.0,100,64.6,70.0,,180.0,
67,1767471239.564403,,,,50.0,100,66.3,70.0,0.1,180.0,179.9
68,1767471243.689568,,,,50.0,100,66.2,70.0,0.2,179.8,179.60000000000002
69,1767471247.912415,,,,50.0,100,66.1,70.0,0.1,180.0,179.9
70,1767471252.693332,,,,50.0,100,66.1,70.0,,179.6,
71,1767471257.013289,,,,50.0,100,65.9,70.0,0.1,180.0,179.9
72,1767471261.102029,,,,50.0,100,65.5,70.0,3.5,176.0,172.5
73,1767471265.103835,,,,50.0,100,65.6,70.0,4.0,175.9,171.9
74,1767471269.303858,,,,50.0,100,65.3,70.0,5.1,176.5,171.4
75,1767471274.710377,,,,50.0,100,65.2,70.0,0.3,179.0,178.7
76,1767471278.938962,,,,50.0,100,64.7,70.0,,175.9,
77,1767471283.118184,,,,50.0,100,65.7,70.0,,178.5,
78,1767471287.543918,,,,50.0,100,64.3,70.0,0.1,175.5,175.4
79,1767471291.560154,,,,50.0,100,64.9,70.0,,176.2,
80,1767471295.92136,,,,50.0,100,63.8,70.0,,175.2,
81,1767471300.254884,,,,50.0,100,64.7,70.0,,177.4,
82,1767471304.266275,,,,50.0,100,64.7,70.0,0.1,175.1,175.0
83,1767471308.542273,,,,50.0,100,65.1,70.0,,179.9,
84,1767471313.023576,,,,50.0,100,64.1,70.0,,176.9,
85,1767471317.38879,,,,50.0,100,63.9,70.0,0.1,180.0,179.9
86,1767471321.856431,,,,50.0,100,64.1,70.0,0.1,176.4,176.3
87,1767471325.722671,,,,50.0,100,64.0,70.0,,179.5,
88,1767471329.851172,,,,50.0,100,64.1,70.0,,179.8,
89,1767471334.25013,,,,50.0,100,63.9,70.0,0.1,178.5,178.4
90,1767471338.661455,,,,50.0,100,64.6,70.0,1.2,177.6,176.4
91,1767471342.75945,,,,50.0,100,64.0,70.0,,178.0,
92,1767471347.241239,,,,50.0,100,64.1,70.0,,179.5,
93,1767471352.910225,,,,50.0,100,63.8,70.0,,174.1,
94,1767471359.745056,,,,50.0,100,62.5,70.0,,180.0,
95,1767471364.484484,,,,50.0,100,62.8,70.0,,180.0,
96,1767471369.165305,,,,50.0,100,62.8,70.0,,177.4,
97,1767471373.780964,,,,50.0,100,62.9,70.0,0.7,179.2,178.5
98,1767471378.06808,,,,50.0,100,65.2,70.0,,176.1,
99,1767471382.270925,,,,50.0,100,67.1,70.0,,180.0,
100,1767471386.386906,,,,50.0,100,66.0,70.0,,176.0,
0,1767471386.590702,,,,,,,,,,
