timestamp,node_id,node_name,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,roll,pitch,yaw,rep_number
1767130662.445,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.445,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.509,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.509,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.584,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.584,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.648,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.648,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.712,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.712,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.765,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.765,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.82,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.82,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.877,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.877,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.928,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.928,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130662.984,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130662.984,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130663.053,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
1767130663.053,2,right_wrist,-0.1371,0.0293,-0.9614,1.12,-2.66,-0.49,0.06230102360369057,0.7182292122009407,0.6917633711305068,-0.04157907600350424,178.14828258341038,8.39065910825705,87.71350457555863,1
1767130663.104,1,left_wrist,-0.0932,0.0937,-0.9775,1.54,-4.97,-0.21,0.021385448886979113,0.8963285067588006,-0.4378574598840295,-0.06647341853212202,174.43129905316565,5.764305671361399,-52.351699376365545,1
