rep_number,num_samples,timestamp
1,388,1767376659.182261
2,0,1767376659.2279
3,0,1767376659.318307
4,1,1767376659.433892
5,1,1767376659.544668
6,7,1767376660.092736
7,17,1767376661.518676
8,4,1767376661.815992
0,647,1767376627.403718
