rep_number,num_samples,timestamp
1,21,1767470994.712887
2,25,1767470998.181845
3,23,1767471001.5159
4,22,1767471004.348259
5,22,1767471007.226181
6,23,1767471010.173008
7,24,1767471013.279255
8,21,1767471016.281647
9,31,1767471019.651783
10,28,1767471023.047616
11,35,1767471027.391687
12,28,1767471031.089001
13,28,1767471034.589648
14,25,1767471037.871257
15,23,1767471041.380708
16,27,1767471044.765633
17,21,1767471047.729297
18,29,1767471051.028939
19,28,1767471054.561082
20,25,1767471057.916448
21,28,1767471061.267644
22,36,1767471065.50284
23,31,1767471069.609458
24,29,1767471073.548725
25,25,1767471077.142764
26,25,1767471080.657912
27,22,1767471083.782793
28,25,1767471086.709248
29,31,1767471090.249453
30,26,1767471094.039082
31,27,1767471097.501451
32,25,1767471100.706892
33,32,1767471104.685997
34,39,1767471109.373728
35,35,1767471113.224205
36,31,1767471117.486021
37,37,1767471121.73189
38,31,1767471125.723318
39,32,1767471129.712347
40,29,1767471133.680289
41,34,1767471137.793388
42,31,1767471141.795251
43,28,1767471145.432892
44,29,1767471149.277108
45,29,1767471152.990126
46,26,1767471156.518139
47,25,1767471159.952791
48,31,1767471163.98883
49,30,1767471167.493671
50,30,1767471171.094243
51,29,1767471174.828956
52,28,1767471178.792258
53,29,1767471182.639045
54,31,1767471186.562672
55,29,1767471190.436829
56,28,1767471194.140531
57,31,1767471198.007038
58,32,1767471201.616961
59,31,1767471205.433985
60,33,1767471209.578124
61,26,1767471213.514369
62,29,1767471217.229617
63,28,1767471220.909502
64,32,1767471224.616225
65,40,1767471229.033436
66,34,1767471235.240487
67,33,1767471239.564403
68,35,1767471243.689568
69,32,1767471247.912415
70,39,1767471252.693332
71,33,1767471257.013289
72,32,1767471261.102029
73,31,1767471265.103835
74,32,1767471269.303858
75,54,1767471274.710377
76,30,1767471278.938962
77,31,1767471283.118184
78,35,1767471287.543918
79,33,1767471291.560154
80,38,1767471295.92136
81,37,1767471300.254884
82,32,1767471304.266275
83,37,1767471308.542273
84,43,1767471313.023576
85,33,1767471317.38879
86,35,1767471321.856431
87,30,1767471325.722671
88,30,1767471329.851172
89,38,1767471334.25013
90,32,1767471338.661455
91,30,1767471342.75945
92,40,1767471347.241239
93,51,1767471352.910225
94,42,1767471359.745056
95,33,1767471364.484484
96,34,1767471369.165305
97,33,1767471373.780964
98,33,1767471378.06808
99,33,1767471382.270925
100,35,1767471386.386906
0,6216,1767470986.2496462
