rep_number,timestamp,expert_score,is_perfect,user_feedback,arms_score,legs_score,core_score,head_score,min_angle,max_angle,range_of_motion
1,1767366479.416437,,,,65.0,100,70.0,100,16.0,97.6,81.6
2,1767366480.865198,,,,65.0,100,70.0,100,13.4,105.3,91.89999999999999
3,1767366482.304556,,,,65.0,100,70.0,100,14.2,105.8,91.6
4,1767366483.669249,,,,65.0,100,70.0,100,14.5,107.7,93.2
5,1767366484.937239,,,,65.0,100,70.0,70.0,15.5,109.4,93.9
6,1767366486.243447,,,,65.0,100,70.0,70.0,14.1,110.9,96.80000000000001
7,1767366487.529706,,,,65.0,100,70.0,100,15.1,105.4,90.30000000000001
8,1767366488.882316,,,,65.0,100,70.0,100,13.0,104.0,91.0
9,1767366490.235529,,,,65.0,100,70.0,100,13.8,101.7,87.9
10,1767366491.549315,,,,65.0,100,70.0,100,15.0,106.5,91.5
11,1767366492.9183,,,,65.0,100,70.0,100,16.1,108.5,92.4
12,1767366494.169451,,,,65.0,100,70.0,100,15.1,111.7,96.60000000000001
13,1767366495.469641,,,,65.0,100,70.0,100,15.9,111.8,95.89999999999999
14,1767366496.845526,,,,65.0,100,70.0,100,15.5,113.6,98.1
15,1767366498.226568,,,,65.0,100,70.0,100,16.3,109.8,93.5
16,1767366499.498,,,,65.0,100,70.0,100,16.0,111.3,95.3
17,1767366500.801041,,,,65.0,100,70.0,100,15.4,110.2,94.8
18,1767366502.143067,,,,65.0,100,70.0,70.0,14.9,104.5,89.6
19,1767366503.48254,,,,65.0,100,70.0,70.0,17.0,105.1,88.1
20,1767366504.850249,,,,65.0,100,70.0,70.0,15.7,106.6,90.89999999999999
21,1767366506.218096,,,,65.0,100,70.0,100,17.1,108.5,91.4
22,1767366507.560795,,,,65.0,100,70.0,100,16.4,108.2,91.80000000000001
23,1767366508.935873,,,,65.0,100,70.0,100,16.4,106.6,90.19999999999999
24,1767366510.347271,,,,65.0,100,70.0,100,18.1,107.2,89.1
25,1767366511.694868,,,,65.0,100,70.0,100,17.2,107.2,90.0
26,1767366513.041996,,,,65.0,100,70.0,70.0,17.3,105.7,88.4
27,1767366514.37306,,,,65.0,100,70.0,70.0,16.5,103.1,86.6
28,1767366515.722256,,,,65.0,100,70.0,70.0,15.7,101.1,85.39999999999999
29,1767366517.070665,,,,65.0,100,70.0,70.0,18.0,106.3,88.3
30,1767366518.393828,,,,65.0,100,70.0,70.0,17.6,108.9,91.30000000000001
31,1767366519.73438,,,,65.0,100,70.0,100,16.5,109.2,92.7
32,1767366521.099404,,,,65.0,100,70.0,100,15.4,107.3,91.89999999999999
33,1767366522.441101,,,,65.0,100,70.0,100,17.3,108.0,90.7
34,1767366523.821097,,,,65.0,100,70.0,100,17.7,108.6,90.89999999999999
35,1767366525.140901,,,,65.0,100,70.0,100,17.0,106.2,89.2
36,1767366526.469886,,,,65.0,100,70.0,100,16.7,106.6,89.89999999999999
37,1767366527.864439,,,,65.0,100,70.0,100,16.3,106.5,90.2
38,1767366529.189491,,,,65.0,100,70.0,100,17.2,106.1,88.89999999999999
39,1767366530.53485,,,,65.0,100,70.0,100,16.8,106.2,89.4
40,1767366531.836913,,,,65.0,100,70.0,100,17.5,105.7,88.2
41,1767366533.134344,,,,65.0,100,70.0,70.0,17.5,106.1,88.6
42,1767366534.511238,,,,65.0,100,70.0,100,17.7,107.3,89.6
43,1767366535.929042,,,,65.0,100,70.0,100,16.4,109.7,93.30000000000001
44,1767366537.335185,,,,65.0,100,70.0,100,15.1,106.9,91.80000000000001
45,1767366538.737609,,,,65.0,100,70.0,100,17.4,109.2,91.80000000000001
46,1767366540.140132,,,,65.0,100,70.0,100,17.0,105.5,88.5
47,1767366541.500457,,,,65.0,100,70.0,100,17.1,107.8,90.69999999999999
48,1767366542.844708,,,,65.0,100,70.0,100,17.9,108.1,90.19999999999999
49,1767366544.108642,,,,65.0,100,70.0,100,17.4,106.7,89.30000000000001
50,1767366545.431198,,,,65.0,100,70.0,100,15.9,108.0,92.1
51,1767366547.216461,,,,65.0,100,70.0,100,17.2,102.7,85.5
52,1767366548.538176,,,,65.0,100,70.0,100,19.5,104.9,85.4
53,1767366549.840058,,,,65.0,100,70.0,100,17.8,102.7,84.9
54,1767366551.112898,,,,65.0,100,70.0,100,17.0,106.3,89.3
55,1767366552.390851,,,,65.0,100,70.0,100,16.7,105.7,89.0
56,1767366553.723203,,,,65.0,100,70.0,100,17.0,103.6,86.6
57,1767366554.99966,,,,65.0,100,70.0,100,17.5,105.7,88.2
58,1767366556.309586,,,,65.0,100,70.0,100,16.8,103.3,86.5
59,1767366557.665488,,,,65.0,100,70.0,70.0,16.1,104.9,88.80000000000001
60,1767366559.059759,,,,65.0,100,70.0,70.0,16.8,102.0,85.2
61,1767366560.386391,,,,65.0,100,70.0,70.0,15.0,98.8,83.8
62,1767366561.758126,,,,65.0,100,70.0,70.0,16.2,99.6,83.39999999999999
63,1767366563.086927,,,,65.0,100,70.0,70.0,15.7,105.7,90.0
64,1767366564.459046,,,,65.0,100,70.0,70.0,14.7,106.4,91.7
65,1767366565.76711,,,,65.0,100,70.0,70.0,16.2,105.0,88.8
66,1767366567.129594,,,,65.0,100,70.0,70.0,15.8,105.9,90.10000000000001
67,1767366568.549707,,,,65.0,100,70.0,100,15.5,106.4,90.9
68,1767366569.963069,,,,65.0,100,70.0,100,15.7,105.9,90.2
69,1767366571.383654,,,,65.0,100,70.0,100,15.8,105.1,89.3
70,1767366572.717317,,,,65.0,100,70.0,100,17.6,106.4,88.80000000000001
71,1767366574.067994,,,,65.0,100,70.0,70.0,14.7,101.4,86.7
72,1767366575.395696,,,,65.0,100,70.0,70.0,19.8,100.9,81.10000000000001
73,1767366576.692192,,,,65.0,100,70.0,100,16.6,102.8,86.19999999999999
74,1767366578.004171,,,,65.0,100,70.0,100,19.0,101.8,82.8
75,1767366579.32894,,,,65.0,100,70.0,100,16.7,100.8,84.1
76,1767366580.711568,,,,65.0,100,70.0,100,16.7,104.8,88.1
77,1767366582.000239,,,,65.0,100,70.0,100,15.2,106.8,91.6
78,1767366583.340213,,,,65.0,100,70.0,100,17.6,104.8,87.19999999999999
79,1767366584.618426,,,,65.0,100,70.0,100,17.3,102.3,85.0
80,1767366585.979731,,,,65.0,100,70.0,100,17.2,102.4,85.2
81,1767366587.239436,,,,65.0,100,70.0,100,15.4,103.2,87.8
82,1767366588.569163,,,,65.0,100,70.0,100,16.0,103.3,87.3
83,1767366589.882767,,,,65.0,100,70.0,100,16.1,102.9,86.80000000000001
84,1767366591.263906,,,,65.0,100,70.0,100,14.9,102.5,87.6
85,1767366592.586272,,,,65.0,100,70.0,100,15.9,103.5,87.6
86,1767366593.913092,,,,65.0,100,70.0,100,17.9,103.5,85.6
87,1767366595.241495,,,,65.0,100,70.0,100,16.0,104.3,88.3
88,1767366596.646221,,,,65.0,100,70.0,100,15.6,105.0,89.4
89,1767366598.034126,,,,65.0,100,70.0,100,15.2,101.3,86.1
90,1767366599.413865,,,,65.0,100,70.0,100,16.0,103.6,87.6
91,1767366600.792781,,,,65.0,100,70.0,100,16.6,103.5,86.9
92,1767366602.288931,,,,65.0,100,70.0,70.0,15.0,103.2,88.2
93,1767366603.773408,,,,65.0,100,60.0,70.0,14.2,96.6,82.39999999999999
94,1767366605.209226,,,,65.0,100,60.0,70.0,15.7,93.9,78.2
95,1767366606.660394,,,,65.0,100,60.0,70.0,16.6,92.0,75.4
96,1767366608.121379,,,,65.0,100,60.0,70.0,15.7,96.1,80.39999999999999
97,1767366609.514953,,,,65.0,100,60.0,100,16.6,96.3,79.69999999999999
98,1767366610.929628,,,,65.0,100,70.0,100,17.7,99.5,81.8
99,1767366612.290272,,,,65.0,100,70.0,100,17.4,98.1,80.69999999999999
100,1767366613.665314,,,,65.0,100,70.0,100,17.4,98.7,81.30000000000001
0,1767366614.015194,,,,,,,,,,
