rep_number,num_samples,timestamp
1,0,1766611932.8062599
2,0,1766611935.572364
3,0,1766611938.221291
4,0,1766611939.502891
5,0,1766611941.154645
6,0,1766611942.612062
7,0,1766611943.8707788
8,0,1766611945.124734
9,0,1766611962.409912
10,0,1766611966.370353
11,0,1766611968.311114
12,0,1766611969.787097
13,0,1766611976.520587
14,0,1766611977.7036831
15,0,1766611979.787549
16,0,1766611982.5384252
17,0,1766611983.835938
18,0,1766611984.934131
19,0,1766611987.091396
20,0,1766612003.274143
21,0,1766612005.088265
22,0,1766612006.867389
23,0,1766612008.275466
24,0,1766612009.840502
25,0,1766612018.5018198
26,0,1766612019.788322
27,0,1766612021.316882
28,0,1766612022.786297
29,0,1766612024.337514
30,0,1766612025.763289
31,0,1766612027.063615
32,0,1766612028.353394
33,0,1766612029.602018
34,0,1766612030.86399
35,0,1766612032.215931
36,0,1766612033.540767
37,0,1766612036.377252
38,0,1766612036.436727
39,0,1766612037.4405708
40,0,1766612039.210237
41,0,1766612040.556032
