rep_number,timestamp,expert_score,is_perfect,user_feedback,arms_score,legs_score,core_score,head_score,min_angle,max_angle,range_of_motion
1,1767470795.636532,,,,60.6,100,60.0,70.0,2.1,180.0,177.9
2,1767470796.790012,,,,58.2,100,60.0,70.0,,179.9,
3,1767470798.006044,,,,62.7,100,60.0,70.0,0.4,179.5,179.1
4,1767470799.169124,,,,62.3,100,60.0,70.0,1.1,179.6,178.5
5,1767470800.463706,,,,57.3,100,60.0,70.0,3.5,179.9,176.4
6,1767470801.924078,,,,57.2,100,60.0,70.0,0.5,179.9,179.4
7,1767470806.076167,,,,61.0,100,60.0,70.0,6.9,179.8,172.9
8,1767470807.482816,,,,59.1,100,60.0,70.0,7.6,178.7,171.1
9,1767470808.802041,,,,59.9,100,60.0,70.0,0.4,177.2,176.79999999999998
10,1767470810.241502,,,,62.2,100,60.0,70.0,1.3,178.2,176.89999999999998
11,1767470811.358693,,,,59.5,100,60.0,70.0,8.1,179.8,171.70000000000002
12,1767470812.424029,,,,59.2,100,60.0,70.0,0.2,179.6,179.4
13,1767470813.411101,,,,57.4,100,60.0,70.0,8.1,179.3,171.20000000000002
14,1767470814.527859,,,,63.7,100,60.0,70.0,8.5,179.5,171.0
15,1767470815.61521,,,,58.7,100,60.0,70.0,6.9,180.0,173.1
16,1767470816.739689,,,,57.5,100,60.0,70.0,6.7,179.9,173.20000000000002
17,1767470817.907988,,,,60.5,100,60.0,70.0,6.3,179.8,173.5
18,1767470819.16477,,,,61.6,100,60.0,70.0,6.1,177.7,171.6
19,1767470820.084157,,,,59.1,100,60.0,70.0,2.7,179.8,177.10000000000002
20,1767470821.033301,,,,59.4,100,60.0,70.0,6.3,179.9,173.6
21,1767470822.026533,,,,59.4,100,60.0,70.0,6.2,179.9,173.70000000000002
22,1767470823.04807,,,,56.0,100,60.0,70.0,0.7,179.5,178.8
23,1767470824.184209,,,,57.8,100,60.0,70.0,4.0,179.9,175.9
24,1767470825.118385,,,,51.7,100,60.0,70.0,6.9,179.5,172.6
25,1767470826.319879,,,,57.5,100,60.0,70.0,7.5,179.9,172.4
26,1767470827.618869,,,,62.5,100,60.0,70.0,10.6,176.5,165.9
