rep_number,timestamp,expert_score,is_perfect,user_feedback,arms_score,legs_score,core_score,head_score,min_angle,max_angle,range_of_motion
27,1767470828.860981,,,,58.7,100,60.0,70.0,6.7,177.1,170.4
28,1767470830.163518,,,,54.8,100,60.0,70.0,6.9,175.0,168.1
29,1767470831.424899,,,,59.1,100,60.0,70.0,8.1,176.0,167.9
30,1767470832.741139,,,,58.1,100,60.0,70.0,7.2,176.4,169.20000000000002
31,1767470834.096784,,,,62.7,100,60.0,70.0,7.4,179.2,171.79999999999998
32,1767470839.112082,,,,63.2,100,60.0,70.0,5.8,179.4,173.6
33,1767470840.48501,,,,57.8,100,60.0,70.0,6.8,178.4,171.6
34,1767470841.711961,,,,58.0,100,60.0,70.0,6.2,176.4,170.20000000000002
35,1767470842.985648,,,,57.4,100,60.0,70.0,9.6,176.8,167.20000000000002
36,1767470844.128578,,,,58.5,100,60.0,70.0,7.8,177.0,169.2
37,1767470845.207469,,,,57.6,100,60.0,70.0,4.2,177.8,173.60000000000002
38,1767470846.33584,,,,50.0,100,60.0,70.0,8.9,179.6,170.7
39,1767470847.42167,,,,56.4,100,60.0,70.0,7.8,180.0,172.2
40,1767470848.417031,,,,59.3,100,60.0,70.0,7.1,178.6,171.5
41,1767470849.404623,,,,56.2,100,60.0,70.0,7.3,179.9,172.6
42,1767470850.483374,,,,50.0,100,60.0,70.0,8.5,178.0,169.5
43,1767470851.699659,,,,50.0,100,60.0,70.0,5.0,180.0,175.0
44,1767470853.063959,,,,57.2,100,60.0,70.0,5.1,180.0,174.9
45,1767470853.893759,,,,57.5,100,60.0,70.0,6.0,179.5,173.5
46,1767470855.071697,,,,59.2,100,60.0,70.0,7.4,179.7,172.29999999999998
47,1767470856.385779,,,,57.0,100,60.0,70.0,10.8,176.9,166.1
48,1767470857.635702,,,,61.5,100,60.0,70.0,7.8,178.0,170.2
49,1767470858.975116,,,,64.6,100,60.0,70.0,4.5,179.8,175.3
50,1767470860.392059,,,,60.7,100,60.0,70.0,4.3,178.7,174.39999999999998
51,1767470861.755497,,,,51.0,100,60.0,70.0,7.0,180.0,173.0
52,1767470863.103135,,,,50.0,100,60.0,70.0,5.1,180.0,174.9
53,1767470864.446617,,,,59.3,100,60.0,70.0,6.7,179.7,173.0
54,1767470865.821406,,,,54.2,100,60.0,70.0,5.7,179.9,174.20000000000002
55,1767470867.172836,,,,59.6,100,60.0,70.0,4.6,180.0,175.4
56,1767470868.742048,,,,57.9,100,60.0,70.0,6.5,179.8,173.3
57,1767470870.174245,,,,60.8,100,60.0,70.0,5.3,180.0,174.7
58,1767470871.336885,,,,50.0,100,60.0,70.0,7.1,179.4,172.3
59,1767470872.584366,,,,50.0,100,60.0,70.0,5.2,179.4,174.20000000000002
60,1767470873.749311,,,,50.0,100,60.0,70.0,5.1,180.0,174.9
61,1767470875.064271,,,,53.3,100,60.0,70.0,8.6,179.9,171.3
62,1767470876.40646,,,,50.0,100,60.0,70.0,1.5,179.9,178.4
63,1767470877.746585,,,,59.8,100,60.0,70.0,4.3,179.9,175.6
64,1767470879.020286,,,,58.2,100,60.0,70.0,4.5,180.0,175.5
65,1767470880.312182,,,,50.0,100,60.0,70.0,7.4,179.9,172.5
66,1767470881.73577,,,,51.8,100,60.0,70.0,1.9,179.7,177.79999999999998
67,1767470882.954551,,,,61.7,100,60.0,70.0,6.4,179.9,173.5
68,1767470884.241958,,,,61.8,100,60.0,70.0,4.6,179.6,175.0
69,1767470885.403845,,,,50.1,100,60.0,70.0,4.8,179.7,174.89999999999998
70,1767470886.631539,,,,57.3,100,60.0,70.0,2.6,179.9,177.3
71,1767470887.810648,,,,52.4,100,60.0,70.0,2.6,179.9,177.3
72,1767470889.027963,,,,56.6,100,60.0,70.0,6.6,176.2,169.6
73,1767470890.674709,,,,60.1,100,60.0,70.0,7.9,179.7,171.79999999999998
74,1767470891.934953,,,,56.9,100,60.0,70.0,8.3,178.1,169.79999999999998
75,1767470893.116068,,,,58.4,100,60.0,70.0,7.5,179.8,172.3
76,1767470894.240946,,,,59.4,100,60.0,70.0,6.3,180.0,173.7
77,1767470895.331368,,,,50.0,100,60.0,70.0,7.0,179.2,172.2
78,1767470896.680306,,,,58.1,100,60.0,70.0,6.1,179.8,173.70000000000002
79,1767470898.220182,,,,59.2,100,60.0,70.0,4.9,179.4,174.5
80,1767470899.816653,,,,60.4,100,60.0,70.0,7.4,179.9,172.5
81,1767470901.104184,,,,60.7,100,60.0,70.0,5.8,175.2,169.39999999999998
82,1767470902.518357,,,,59.3,100,60.0,70.0,5.6,175.9,170.3
83,1767470903.843869,,,,54.5,100,60.0,70.0,6.8,176.0,169.2
84,1767470905.157661,,,,52.0,100,60.0,70.0,10.0,176.2,166.2
85,1767470906.432569,,,,58.2,100,60.0,70.0,8.0,174.6,166.6
86,1767470907.754669,,,,50.0,100,60.0,70.0,5.3,177.7,172.39999999999998
87,1767470909.036561,,,,50.3,100,60.0,70.0,9.4,179.6,170.2
88,1767470910.337616,,,,51.7,100,60.0,70.0,9.3,179.5,170.2
89,1767470912.900881,,,,54.1,100,60.0,70.0,10.3,179.7,169.39999999999998
90,1767470914.16686,,,,57.3,100,60.0,70.0,6.7,175.9,169.20000000000002
91,1767470915.432634,,,,61.1,100,60.0,70.0,6.6,178.5,171.9
92,1767470916.589357,,,,59.4,100,60.0,70.0,5.7,177.7,172.0
93,1767470917.780025,,,,58.8,100,60.0,70.0,7.1,174.6,167.5
94,1767470918.983547,,,,61.3,100,60.0,70.0,5.6,176.4,170.8
95,1767470920.233524,,,,60.7,100,60.0,70.0,7.8,176.8,169.0
96,1767470921.457152,,,,63.6,100,60.0,70.0,8.5,179.9,171.4
97,1767470922.724182,,,,58.3,100,60.0,70.0,6.2,177.6,171.4
98,1767470923.986598,,,,57.6,100,60.0,70.0,7.6,177.1,169.5
99,1767470925.266527,,,,55.9,100,60.0,70.0,7.0,177.7,170.7
100,1767470926.533287,,,,59.2,100,60.0,70.0,0.4,180.0,179.6
0,1767470926.726237,,,,,,,,,,
