rep_number,num_samples,timestamp
1,10,1767366479.416437
2,9,1767366480.865198
3,11,1767366482.304556
4,11,1767366483.669249
5,9,1767366484.937239
6,10,1767366486.243447
7,11,1767366487.529706
8,10,1767366488.882316
9,10,1767366490.235529
10,9,1767366491.549315
11,11,1767366492.9183
12,9,1767366494.169451
13,11,1767366495.469641
14,11,1767366496.845526
15,10,1767366498.226568
16,12,1767366499.498
17,11,1767366500.801041
18,11,1767366502.143067
19,12,1767366503.48254
20,11,1767366504.850249
21,11,1767366506.218096
22,10,1767366507.560795
23,12,1767366508.935873
24,12,1767366510.347271
25,12,1767366511.694868
26,12,1767366513.041996
27,11,1767366514.37306
28,10,1767366515.722256
29,11,1767366517.070665
30,11,1767366518.393828
31,11,1767366519.73438
32,13,1767366521.099404
33,11,1767366522.441101
34,10,1767366523.821097
35,11,1767366525.140901
36,11,1767366526.469886
37,10,1767366527.864439
38,11,1767366529.189491
39,12,1767366530.53485
40,11,1767366531.836913
41,11,1767366533.134344
42,11,1767366534.511238
43,12,1767366535.929042
44,11,1767366537.335185
45,11,1767366538.737609
46,12,1767366540.140132
47,11,1767366541.500457
48,9,1767366542.844708
49,11,1767366544.108642
50,10,1767366545.431198
51,9,1767366547.216461
52,10,1767366548.538176
53,11,1767366549.840058
54,10,1767366551.112898
55,10,1767366552.390851
56,11,1767366553.723203
57,11,1767366554.99966
58,9,1767366556.309586
59,10,1767366557.665488
60,12,1767366559.059759
61,11,1767366560.386391
62,10,1767366561.758126
63,11,1767366563.086927
64,11,1767366564.459046
65,11,1767366565.76711
66,11,1767366567.129594
67,11,1767366568.549707
68,11,1767366569.963069
69,11,1767366571.383654
70,10,1767366572.717317
71,10,1767366574.067994
72,11,1767366575.395696
73,11,1767366576.692192
74,10,1767366578.004171
75,9,1767366579.32894
76,10,1767366580.711568
77,10,1767366582.000239
78,12,1767366583.340213
79,9,1767366584.618426
80,11,1767366585.979731
81,9,1767366587.239436
82,10,1767366588.569163
83,10,1767366589.882767
84,10,1767366591.263906
85,10,1767366592.586272
86,10,1767366593.913092
87,9,1767366595.241495
88,11,1767366596.646221
89,11,1767366598.034126
90,11,1767366599.413865
91,10,1767366600.792781
92,11,1767366602.288931
93,10,1767366603.773408
94,10,1767366605.209226
95,9,1767366606.660394
96,10,1767366608.121379
97,10,1767366609.514953
98,10,1767366610.929628
99,10,1767366612.290272
100,10,1767366613.665314
0,2186,1767366472.4941719
