rep_number,timestamp,expert_score,is_perfect,user_feedback,arms_score,legs_score,core_score,head_score,min_angle,max_angle,range_of_motion
1,1767650369.460357,,,,65.0,100,65.0,100,17.2,108.4,91.2
2,1767650372.103602,,,,65.0,100,65.0,100,17.1,109.8,92.69999999999999
3,1767650374.666036,,,,65.0,100,65.0,100,16.1,109.0,92.9
4,1767650377.052525,,,,65.0,100,65.0,100,17.1,108.6,91.5
5,1767650379.332348,,,,65.0,100,65.0,100,18.2,108.1,89.89999999999999
6,1767650381.562578,,,,65.0,100,65.0,100,17.7,110.3,92.6
7,1767650384.090699,,,,65.0,100,65.0,100,18.1,109.3,91.19999999999999
8,1767650386.366391,,,,65.0,100,65.0,100,17.8,110.3,92.5
9,1767650388.572231,,,,65.0,100,65.0,100,18.2,110.1,91.89999999999999
10,1767650390.732119,,,,65.0,100,65.0,100,18.4,109.6,91.19999999999999
11,1767650392.867904,,,,65.0,100,65.0,100,18.3,108.8,90.5
12,1767650394.973799,,,,65.0,100,65.0,100,18.3,107.6,89.3
13,1767650397.17216,,,,65.0,100,65.0,100,18.4,109.3,90.9
14,1767650399.278865,,,,65.0,100,65.0,70.0,18.1,109.5,91.4
15,1767650401.376823,,,,65.0,100,65.0,70.0,18.1,110.7,92.6
16,1767650403.537115,,,,65.0,100,65.0,100,18.0,110.2,92.2
17,1767650405.575527,,,,65.0,100,65.0,100,18.0,108.0,90.0
18,1767650407.861665,,,,65.0,100,65.0,100,17.5,109.0,91.5
19,1767650410.332185,,,,65.0,100,65.0,100,17.9,109.3,91.4
20,1767650412.752338,,,,65.0,100,65.0,100,17.8,110.0,92.2
21,1767650415.474641,,,,65.0,100,65.0,100,17.5,108.6,91.1
22,1767650417.769484,,,,65.0,100,65.0,100,18.1,107.7,89.6
23,1767650420.023757,,,,65.0,100,65.0,100,18.3,108.0,89.7
24,1767650422.567968,,,,65.0,100,65.0,100,17.4,109.1,91.69999999999999
25,1767650425.081128,,,,65.0,100,65.0,100,16.9,108.3,91.4
26,1767650427.434004,,,,65.0,100,65.0,100,16.8,108.8,92.0
27,1767650429.794704,,,,65.0,100,65.0,100,18.5,108.4,89.9
28,1767650432.009537,,,,65.0,100,65.0,100,17.5,110.3,92.8
29,1767650434.250052,,,,65.0,100,65.0,100,18.4,108.1,89.69999999999999
30,1767650436.544532,,,,65.0,100,65.0,100,17.9,106.2,88.30000000000001
31,1767650438.705633,,,,65.0,100,65.0,70.0,16.5,100.4,83.9
32,1767650441.149213,,,,65.0,100,65.0,70.0,16.0,104.3,88.3
33,1767650443.52391,,,,65.0,100,65.0,70.0,15.7,106.0,90.3
34,1767650445.458448,,,,65.0,100,65.0,70.0,17.0,103.6,86.6
35,1767650447.442045,,,,65.0,100,65.0,100,18.0,101.5,83.5
36,1767650449.607444,,,,65.0,100,65.0,100,16.2,104.3,88.1
37,1767650451.771881,,,,65.0,100,65.0,100,16.3,105.4,89.10000000000001
38,1767650453.619375,,,,65.0,100,65.0,100,17.2,105.3,88.1
39,1767650455.741329,,,,65.0,100,65.0,100,17.5,103.4,85.9
40,1767650457.866684,,,,65.0,100,65.0,100,16.4,103.4,87.0
41,1767650460.034994,,,,65.0,100,65.0,100,15.7,106.5,90.8
42,1767650462.257544,,,,65.0,100,65.0,100,16.5,104.4,87.9
43,1767650464.706688,,,,65.0,100,65.0,100,16.4,107.5,91.1
44,1767650467.086347,,,,65.0,100,65.0,100,16.0,112.8,96.8
45,1767650469.255859,,,,65.0,100,65.0,100,14.0,108.8,94.8
46,1767650471.554705,,,,65.0,100,65.0,100,16.7,109.7,93.0
47,1767650473.919874,,,,65.0,100,65.0,100,16.5,107.7,91.2
48,1767650476.168807,,,,65.0,100,65.0,100,17.9,108.7,90.80000000000001
49,1767650478.424936,,,,65.0,100,65.0,100,16.8,107.8,91.0
50,1767650480.706918,,,,65.0,100,65.0,100,16.6,109.6,93.0
0,1767650480.712082,,,,,,,,,,
