rep_number,timestamp,expert_score,is_perfect,user_feedback,arms_score,legs_score,core_score,head_score,min_angle,max_angle,range_of_motion
1,1767339017.615585,,,,50.0,100,66.5,100,8.8,180.0,171.2
2,1767339020.407422,,,,50.0,100,66.3,100,7.6,179.6,172.0
3,1767339023.221741,,,,50.0,100,66.0,100,8.4,179.7,171.29999999999998
4,1767339026.028061,,,,50.0,100,66.2,100,6.0,179.9,173.9
5,1767339028.930176,,,,50.0,100,66.7,100,4.3,180.0,175.7
6,1767339032.018789,,,,50.0,100,65.5,100,,180.0,
7,1767339035.066088,,,,50.0,100,66.1,100,,179.2,
8,1767339038.36344,,,,50.0,100,65.9,100,7.2,180.0,172.8
9,1767339041.432213,,,,50.0,100,65.6,100,0.2,180.0,179.8
10,1767339044.642952,,,,50.0,100,65.4,100,8.4,180.0,171.6
11,1767339047.778433,,,,50.0,100,66.4,100,7.9,178.5,170.6
12,1767339050.885172,,,,50.0,100,66.7,100,7.1,180.0,172.9
13,1767339054.036942,,,,50.0,100,67.3,100,3.1,180.0,176.9
14,1767339057.001075,,,,50.0,100,66.7,100,6.0,179.9,173.9
15,1767339060.080066,,,,50.3,100,66.6,100,7.8,179.9,172.1
16,1767339063.116481,,,,50.0,100,66.7,100,1.3,180.0,178.7
17,1767339066.085177,,,,50.0,100,67.5,100,1.3,179.9,178.6
18,1767339069.018008,,,,50.0,100,67.0,100,9.9,179.9,170.0
19,1767339072.104583,,,,50.0,100,67.6,100,4.5,180.0,175.5
20,1767339075.082239,,,,50.0,100,67.2,100,0.2,179.7,179.5
21,1767339078.276771,,,,50.0,100,67.2,100,2.0,179.4,177.4
22,1767339081.394858,,,,50.0,100,67.1,100,5.0,180.0,175.0
23,1767339084.6957,,,,50.0,100,67.6,100,1.2,179.1,177.9
24,1767339087.975987,,,,50.0,100,66.9,100,0.4,180.0,179.6
25,1767339091.239122,,,,50.0,100,67.0,100,5.1,179.3,174.20000000000002
26,1767339094.46951,,,,50.0,100,66.5,100,4.7,180.0,175.3
27,1767339097.714195,,,,50.0,100,67.0,100,0.3,180.0,179.7
