rep_number,timestamp,expert_score,is_perfect,user_feedback,arms_score,legs_score,core_score,head_score,min_angle,max_angle,range_of_motion
28,1767339100.808421,,,,50.0,100,67.5,100,0.2,179.8,179.60000000000002
29,1767339103.94169,,,,50.0,100,67.1,100,0.2,180.0,179.8
30,1767339107.528394,,,,50.0,100,66.5,100,0.5,179.9,179.4
31,1767339110.670321,,,,50.0,100,66.9,100,,180.0,
32,1767339113.805729,,,,50.0,100,67.2,100,,179.9,
33,1767339117.58863,,,,50.1,100,66.4,100,0.9,180.0,179.1
34,1767339121.393181,,,,50.0,100,65.6,100,0.3,179.8,179.5
35,1767339125.145837,,,,50.0,100,66.1,100,4.9,180.0,175.1
36,1767339129.083869,,,,50.0,100,66.3,100,4.5,179.9,175.4
37,1767339132.562683,,,,50.0,100,67.5,100,5.4,176.9,171.5
38,1767339138.657828,,,,50.0,100,62.4,100,6.2,180.0,173.8
39,1767339142.398398,,,,50.0,100,62.2,100,1.1,180.0,178.9
40,1767339149.172606,,,,50.8,100,62.0,100,1.3,179.9,178.6
41,1767339152.810988,,,,50.0,100,61.2,100,3.1,179.9,176.8
42,1767339156.63697,,,,50.3,100,60.8,100,0.1,180.0,179.9
43,1767339160.473487,,,,50.0,100,61.0,100,0.2,179.4,179.20000000000002
44,1767339164.37953,,,,50.8,100,60.5,100,0.7,179.3,178.60000000000002
45,1767339168.350103,,,,50.2,100,61.8,100,,180.0,
46,1767339172.218302,,,,50.4,100,61.2,100,1.7,180.0,178.3
47,1767339175.915253,,,,50.0,100,62.0,100,0.6,180.0,179.4
48,1767339179.919146,,,,50.0,100,60.6,100,6.6,180.0,173.4
49,1767339183.796435,,,,51.1,100,61.3,100,4.6,180.0,175.4
50,1767339187.853694,,,,50.1,100,61.9,100,,179.8,
51,1767339191.39433,,,,50.4,100,61.4,100,4.7,179.9,175.20000000000002
52,1767339195.24003,,,,50.0,100,61.7,100,1.3,180.0,178.7
53,1767339199.169565,,,,50.4,100,61.5,100,6.7,180.0,173.3
54,1767339202.952583,,,,50.2,100,61.1,100,5.6,180.0,174.4
55,1767339207.151875,,,,51.3,100,60.8,100,6.1,179.9,173.8
56,1767339210.942808,,,,51.4,100,60.6,100,7.3,179.1,171.79999999999998
57,1767339214.744352,,,,51.2,100,60.5,100,2.6,179.9,177.3
58,1767339218.244772,,,,50.0,100,61.4,100,0.3,179.9,179.6
59,1767339221.943435,,,,50.0,100,61.1,100,0.1,180.0,179.9
60,1767339226.150651,,,,50.3,100,60.2,100,0.3,180.0,179.7
61,1767339230.23531,,,,51.1,100,60.5,100,,180.0,
62,1767339233.960174,,,,50.0,100,60.7,100,0.6,180.0,179.4
63,1767339237.951553,,,,50.0,100,60.2,100,0.1,180.0,179.9
64,1767339241.572656,,,,50.1,100,60.6,100,,179.9,
65,1767339245.52044,,,,50.7,100,60.0,100,0.5,180.0,179.5
66,1767339249.393087,,,,50.6,100,60.5,100,0.2,179.9,179.70000000000002
67,1767339253.295804,,,,50.1,100,60.4,100,0.1,180.0,179.9
68,1767339257.566002,,,,50.0,100,60.0,100,,180.0,
69,1767339261.321656,,,,50.0,75.0,60.0,70.0,0.2,180.0,179.8
70,1767339264.948993,,,,51.2,100,63.5,100,3.5,179.8,176.3
71,1767339268.422405,,,,51.5,100,64.2,100,0.9,179.9,179.0
72,1767339271.520279,,,,51.2,100,64.3,100,2.4,179.9,177.5
73,1767339274.551756,,,,52.5,100,63.7,100,1.5,178.9,177.4
74,1767339277.569969,,,,52.4,100,63.3,100,6.6,180.0,173.4
75,1767339281.230077,,,,52.7,100,63.3,100,0.2,180.0,179.8
76,1767339284.620456,,,,53.0,100,63.2,100,,180.0,
77,1767339287.998497,,,,53.0,100,63.4,100,0.1,179.8,179.70000000000002
78,1767339291.526267,,,,52.3,100,64.5,100,,179.9,
79,1767339294.579683,,,,51.5,100,64.7,100,,179.9,
80,1767339297.823718,,,,50.7,100,64.5,100,1.0,180.0,179.0
81,1767339301.039125,,,,50.7,100,64.1,100,3.4,179.9,176.5
82,1767339304.440685,,,,51.5,100,63.6,100,,179.9,
83,1767339309.84597,,,,52.5,100,63.3,100,7.8,179.8,172.0
84,1767339313.402816,,,,53.2,100,64.0,100,8.8,179.9,171.1
85,1767339316.771609,,,,51.2,100,63.9,100,6.2,179.8,173.60000000000002
86,1767339320.275022,,,,50.0,100,64.3,100,7.8,179.8,172.0
87,1767339323.808868,,,,51.2,100,63.4,100,0.3,179.9,179.6
88,1767339327.212828,,,,51.2,100,64.0,100,0.2,179.9,179.70000000000002
89,1767339330.422397,,,,50.4,100,63.7,100,0.4,180.0,179.6
90,1767339333.921746,,,,50.4,100,64.3,100,3.2,180.0,176.8
91,1767339336.795549,,,,51.2,100,63.7,100,0.3,179.9,179.6
92,1767339339.716758,,,,51.4,100,63.3,100,2.0,180.0,178.0
93,1767339342.683741,,,,51.8,100,64.2,100,0.6,180.0,179.4
94,1767339345.653426,,,,51.8,100,64.1,100,0.9,179.8,178.9
95,1767339349.066023,,,,52.8,100,63.0,100,1.8,179.7,177.89999999999998
96,1767339352.215167,,,,53.3,100,63.0,100,,179.8,
97,1767339355.90575,,,,53.3,100,63.3,100,0.2,180.0,179.8
98,1767339358.987501,,,,52.8,100,63.1,100,,179.9,
99,1767339362.64052,,,,52.5,100,63.5,100,0.1,179.9,179.8
100,1767339366.125137,,,,51.9,100,63.6,100,0.2,179.9,179.70000000000002
0,1767339366.35868,,,,,,,,,,
