rep_number,num_samples,timestamp
1,106,1767484524.481009
1,105,1767484524.481009
2,482,1767484555.629388
2,482,1767484555.629388
3,2,1767484555.7553642
3,2,1767484555.7553642
4,4,1767484556.036372
4,4,1767484556.036372
5,2,1767484556.17731
5,2,1767484556.17731
6,456,1767484585.632114
6,456,1767484585.632114
7,2,1767484585.760096
7,2,1767484585.760096
8,49,1767484588.833861
8,49,1767484588.833861
9,35,1767484591.1051679
9,35,1767484591.1051679
10,54,1767484594.58019
10,54,1767484594.58019
0,3377,1767484517.764825
