rep_number,num_samples,timestamp
1,20,1767470482.82563
2,0,1767470483.801306
3,8,1767470485.104445
4,18,1767470487.294512
5,21,1767470489.906372
6,21,1767470492.505048
7,22,1767470495.106003
8,21,1767470497.676472
9,21,1767470500.312034
10,19,1767470502.844434
11,23,1767470505.701176
12,21,1767470508.384642
13,19,1767470511.00695
14,19,1767470513.533898
15,22,1767470516.097478
16,21,1767470518.675341
17,19,1767470521.230116
18,19,1767470523.821782
19,19,1767470526.333804
20,21,1767470528.837949
21,21,1767470531.341495
22,21,1767470533.868479
23,22,1767470536.451462
24,25,1767470539.251032
25,23,1767470541.818228
26,23,1767470544.464644
27,21,1767470547.059949
28,22,1767470549.572784
29,22,1767470552.221282
30,23,1767470554.893377
31,22,1767470557.609873
32,23,1767470560.234503
33,23,1767470562.831608
34,24,1767470565.450537
35,25,1767470568.175154
36,24,1767470570.877623
37,24,1767470573.667264
38,23,1767470576.432342
39,22,1767470578.997152
40,26,1767470581.898203
41,27,1767470584.847278
42,24,1767470587.637606
43,24,1767470590.542034
44,25,1767470593.350476
45,16,1767470595.665048
46,19,1767470598.458764
47,20,1767470601.036593
48,22,1767470603.866457
49,22,1767470606.702183
50,26,1767470609.758996
51,23,1767470612.545881
52,24,1767470615.38561
53,27,1767470618.567358
54,22,1767470621.397857
55,21,1767470624.087894
56,27,1767470627.19418
57,24,1767470630.261312
58,25,1767470633.115697
59,26,1767470636.377593
60,24,1767470639.298559
61,22,1767470642.082803
62,26,1767470644.978097
63,23,1767470647.882067
64,26,1767470651.131638
65,26,1767470654.156793
66,25,1767470657.095257
67,21,1767470659.868256
68,21,1767470662.672021
69,22,1767470665.623627
70,24,1767470668.423638
71,22,1767470671.194106
72,21,1767470673.977426
73,23,1767470676.611851
74,19,1767470679.267117
75,21,1767470681.872381
76,20,1767470684.741827
77,21,1767470687.476271
78,18,1767470690.019775
79,19,1767470692.573889
80,23,1767470695.148852
81,22,1767470697.836052
82,23,1767470700.916183
83,25,1767470703.792318
84,24,1767470706.826428
85,25,1767470709.822664
86,24,1767470712.875283
87,23,1767470715.599959
88,17,1767470718.031955
89,17,1767470720.944552
90,23,1767470723.815337
91,21,1767470726.714719
92,22,1767470729.309976
93,21,1767470731.79879
94,21,1767470734.366957
95,20,1767470736.760401
96,19,1767470739.195388
97,22,1767470741.981351
98,20,1767470744.45541
99,21,1767470747.276034
100,22,1767470749.954548
0,4342,1767470469.410199
